和风天气景点ID v2.1 update by 2020-03-29,,,
Location_ID, 景点名称,一级行政区划(Adm1),二级行政区划(Adm2)
10117030301A,革命烈士纪念馆,宁夏,吴忠
10117030601A,青铜峡旅游区,宁夏,吴忠
10117030602A,黄河大峡谷景区,宁夏,吴忠
10117040101A,宁夏固原博物馆,宁夏,固原
10117040201A,沙沟拱北,宁夏,固原
10117040401A,六盘山国家森林公园,宁夏,固原
10117050101A,高庙保安寺,宁夏,中卫
10118010101A,丰乐葵园,河南,郑州
10118010102A,黄河富景生态世界,河南,郑州
10118010103A,金鹭鸵鸟游乐园,河南,郑州
10118010104A,郑州城隍庙,河南,郑州
10118010105A,郑州文庙,河南,郑州
10118010106A,世纪欢乐园,河南,郑州
10118010107A,郑州黄河风景名胜区,河南,郑州
10118010201A,浮戏山雪花洞风景名胜区,河南,郑州
10118010202A,康百万庄园,河南,郑州
10118010301A,环翠峪风景名胜区,河南,郑州
10118010401A,嵩阳书院,河南,郑州
10118010402A,中岳庙,河南,郑州
10118010403A,嵩山国家风景名胜区,河南,郑州
10118010404A,嵩山少林风景区,河南,郑州
10118010501A,神仙洞景区,河南,郑州
10118010601A,始祖山(具茨山景区,河南,郑州
10118010602A,黄帝故里,河南,郑州
10118020101A,殷墟王陵遗址,河南,安阳
10118020102A,马氏庄园,河南,安阳
10118020201A,羑里城,河南,安阳
10118020202A,岳飞庙,河南,安阳
10118020401A,颛顼帝喾陵,河南,安阳
10118020501A,天平山风景区,河南,安阳
10118020502A,林州红旗渠游览区,河南,安阳
10118020503A,太行大峡谷风景区,河南,安阳
10118030101A,潞王陵,河南,新乡
10118030102A,京华园,河南,新乡
10118030401A,百泉风景区,河南,新乡
10118030402A,回龙景区,河南,新乡
10118030403A,关山国家地质公园八里沟园区,河南,新乡
10118030404A,河南·关山国家地质公园,河南,新乡
10118030405A,万仙山景区,河南,新乡
10118030501A,比干庙,河南,新乡
10118040101A,春秋楼景区,河南,许昌
10118040102A,灞陵桥,河南,许昌
10118040201A,花都国际温泉度假小镇,河南,许昌
10118040202A,中原花木博览园,河南,许昌
10118040501A,大鸿寨风景区,河南,许昌
10118040502A,中国禹州钧官窑址博物馆,河南,许昌
10118050201A,三苏园,河南,平顶山
10118050701A,昭平湖,河南,平顶山
10118050702A,画眉谷,河南,平顶山
10118050703A,尧山,河南,平顶山
10118050704A,中原大佛,河南,平顶山
10118060101A,鸡公山国家级风景名胜区,河南,信阳
10118060102A,南湾湖风景旅游区,河南,信阳
10118060501A,鄂豫皖苏区首府烈士陵园,河南,信阳
10118060502A,金兰山国家森林公园,河南,信阳
10118060503A,香山湖风景区,河南,信阳
10118060504A,许世友将军故里,河南,信阳
10118060505A,鄂豫皖苏区首府革命博物馆,河南,信阳
10118060801A,九华山景区,河南,信阳
10118060901A,汤泉池,河南,信阳
10118070101A,汉画馆,河南,南阳
10118070102A,医圣祠,河南,南阳
10118070103A,卧龙岗,河南,南阳
10118070201A,五朵山风景区,河南,南阳
10118070401A,南阳社旗山陕会馆,河南,南阳
10118070501A,龙潭沟,河南,南阳
10118070502A,南阳云华蝙蝠洞景区,河南,南阳
10118070503A,石门湖,河南,南阳
10118070504A,鹳河漂流风景区,河南,南阳
10118070505A,中国西峡恐龙遗迹园,河南,南阳
10118070601A,宝天曼峡谷漂流,河南,南阳
10118070801A,香严寺,河南,南阳
10118071101A,花洲书院,河南,南阳
10118071201A,桐柏淮源风景名胜区,河南,南阳
10118080101A,包公祠,河南,开封
10118080102A,大相国寺,河南,开封
10118080103A,开封府,河南,开封
10118080104A,龙亭景区,河南,开封
10118080105A,铁塔公园,河南,开封
10118080106A,中国翰园,河南,开封
10118080107A,清明上河园,河南,开封
10118080501A,焦裕禄纪念园,河南,开封
10118090101A,八路军驻洛办事处纪念馆,河南,洛阳
10118090102A,洛阳博物馆,河南,洛阳
10118090103A,洛阳民俗博物馆,河南,洛阳
10118090104A,周王城天子驾六博物馆,河南,洛阳
10118090105A,关林景区,河南,洛阳
10118090106A,洛阳白马寺,河南,洛阳
10118090107A,龙门石窟景区,河南,洛阳
10118090201A,洛阳千唐志斋,河南,洛阳
10118090202A,龙潭大峡谷,河南,洛阳
10118090301A,汉光武帝陵,河南,洛阳
10118090302A,洛阳龙马负图寺,河南,洛阳
10118090303A,洛阳王铎故居,河南,洛阳
10118090401A,花果山,河南,洛阳
10118090501A,神灵寨,河南,洛阳
10118090701A,木札岭,河南,洛阳
10118090702A,天池山,河南,洛阳
10118090703A,白云山,河南,洛阳
10118090704A,白云山旅游区,河南,洛阳
10118090901A,抱犊寨景区,河南,洛阳
10118090902A,龙峪湾,河南,洛阳
10118090903A,养子沟,河南,洛阳
10118090904A,重渡沟,河南,洛阳
10118090905A,鸡冠洞,河南,洛阳
10118090906A,老君山,河南,洛阳
10118100101A,黄河故道国家森林公园,河南,商丘
10118100102A,微子墓,河南,商丘
10118100901A,商丘永城芒砀山文物旅游区,河南,商丘
10118110101A,圆融寺,河南,焦作
10118110201A,云台山,河南,焦作
10118110301A,敕建嘉应观,河南,焦作
10118110401A,函谷关,河南,焦作
10118110402A,神农坛,河南,焦作
10118110801A,孟州市韩愈陵园,河南,焦作
10118120201A,大伾山风景名胜区,河南,鹤壁
10118120301A,云梦山风景区,河南,鹤壁
10118130101A,濮阳世锦园,河南,濮阳
10118130102A,戚城文物景区,河南,濮阳
10118130103A,中原绿色庄园景区,河南,濮阳
10118130501A,濮阳毛楼生态旅游区,河南,濮阳
10118140401A,太昊陵,河南,周口
10118140901A,太清宫,河南,周口
10118150101A,沙澧河风景区,河南,漯河
10118150201A,南街村景区,河南,漯河
10118160301A,嵖岈山,河南,驻马店
10118160302A,遂平县嵖岈山风景区北门,河南,驻马店
10118160501A,南海禅寺,河南,驻马店
10118160601A,河南省铜山风景名胜区,河南,驻马店
10118160901A,金顶山风景区,河南,驻马店
10118160902A,确山竹沟革命纪念馆,河南,驻马店
10118170101A,三门峡大坝风景区,河南,三门峡
10118170201A,三门峡函谷关古文化旅游区,河南,三门峡
10118170401A,豫西大峡谷,河南,三门峡
10118170601A,甘山国家森林公园南门,河南,三门峡
10118170602A,三门峡甘山森林公园,河南,三门峡
10118170603A,天鹅湖景区,河南,三门峡
10118180101A,黄河三峡景区,河南,济源
10118180102A,黄河小浪底水利枢纽风景区,河南,济源
10118180103A,王屋山,河南,济源
10118180104A,五龙口风景名胜区,河南,济源
10119010101A,甘泉湖旅游度假区,江苏,南京
10119010102A,将军山旅游风景区,江苏,南京
10119010103A,南京金牛湖风景区,江苏,南京
10119010104A,南京石头城遗址公园,江苏,南京
10119010105A,南山湖旅游度假区,江苏,南京
10119010106A,求雨山文化名人纪念馆,江苏,南京
10119010107A,郑和宝船遗址公园,江苏,南京
10119010108A,朝天宫,江苏,南京
10119010109A,静海寺,江苏,南京
10119010110A,览胜楼,江苏,南京
10119010111A,南京明文化村·阳山碑材,江苏,南京
10119010112A,栖霞山风景名胜区,江苏,南京
10119010113A,侵华日军南京大屠杀遇难同胞纪念馆,江苏,南京
10119010114A,玄武湖公园,江苏,南京
10119010115A,雨花台风景名胜区,江苏,南京
10119010116A,阅江楼,江苏,南京
10119010117A,瞻园,江苏,南京
10119010118A,中国共产党代表团梅园新村纪念馆,江苏,南京
10119010119A,总统府旧址,江苏,南京
10119010120A,南京夫子庙,江苏,南京
10119010121A,中山陵,江苏,南京
10119010122A,钟山风景名胜区,江苏,南京
10119010201A,大金山风景区,江苏,南京
10119010202A,傅家边农业科技园,江苏,南京
10119010203A,南京天生桥风景名胜区,江苏,南京
10119010204A,无想山旅游休闲度假区,江苏,南京
10119010301A,高淳老街西门,江苏,南京
10119020101A,龙头渚风景区,江苏,无锡
10119020102A,秦邦宪故居,江苏,无锡
10119020103A,太湖花卉园,江苏,无锡
10119020104A,唐城,江苏,无锡
10119020105A,无锡龙寺生态园,江苏,无锡
10119020106A,新洲生态园,江苏,无锡
10119020107A,崇安阁,江苏,无锡
10119020108A,东林书院,江苏,无锡
10119020109A,蠡园,江苏,无锡
10119020110A,无锡梅园横山风景区,江苏,无锡
10119020111A,锡惠园林文物名胜区,江苏,无锡
10119020112A,薛福成故居建筑群,江苏,无锡
10119020113A,灵山大佛,江苏,无锡
10119020114A,灵山胜境,江苏,无锡
10119020115A,三国城,江苏,无锡
10119020116A,水浒城,江苏,无锡
10119020117A,太湖鼋头渚风景区,江苏,无锡
10119020201A,江苏江阴学政文化旅游区,江苏,无锡
10119020202A,江阴滨江要塞旅游区,江苏,无锡
10119020301A,龙背山森林公园,江苏,无锡
10119020302A,陶祖圣境风景区,江苏,无锡
10119020303A,宜兴市团氿风景区,江苏,无锡
10119020304A,宜兴竹海风景区,江苏,无锡
10119030101A,北固山公园,江苏,镇江
10119030102A,南山景区,江苏,镇江
10119030103A,西津渡,江苏,镇江
10119030104A,镇江博物馆,江苏,镇江
10119030105A,北固山景区,江苏,镇江
10119030106A,焦山风景区,江苏,镇江
10119030107A,金山公园,江苏,镇江
10119030301A,国土公园,江苏,镇江
10119030401A,宝华山国家森林公园,江苏,镇江
10119030402A,茅山风景区,江苏,镇江
10119040101A,白塘生态植物园,江苏,苏州
10119040102A,定园,江苏,苏州
10119040103A,光福景区,江苏,苏州
10119040104A,何山公园,江苏,苏州
10119040105A,荷塘月色,江苏,苏州
10119040106A,江苏大阳山国家森林公园,江苏,苏州
10119040107A,苏州花卉植物园,江苏,苏州
10119040108A,中国刺绣艺术馆,江苏,苏州
10119040109A,中国珍珠(宝石城,江苏,苏州
10119040110A,白马涧龙池景区,江苏,苏州
10119040111A,东山民居(明善堂,江苏,苏州
10119040112A,寒山寺景区,江苏,苏州
10119040113A,甪直古镇,江苏,苏州
10119040114A,盘门景区,江苏,苏州
10119040115A,七里山塘景区,江苏,苏州
10119040116A,狮子林,江苏,苏州
10119040117A,苏州乐园,江苏,苏州
10119040118A,苏州平江历史文化街区,江苏,苏州
10119040119A,苏州山塘街东入口,江苏,苏州
10119040120A,苏州太湖公园,江苏,苏州
10119040121A,太湖林屋梅海,江苏,苏州
10119040122A,网师园,江苏,苏州
10119040123A,吴越古镇木渎,江苏,苏州
10119040124A,西山景区,江苏,苏州
10119040125A,西园戒幢律寺,江苏,苏州
10119040126A,重元寺,江苏,苏州
10119040127A,东山景区,江苏,苏州
10119040128A,虎丘山风景名胜区,江苏,苏州
10119040129A,金鸡湖景区,江苏,苏州
10119040130A,留园,江苏,苏州
10119040131A,穹窿山景区,江苏,苏州
10119040132A,天平山风景名胜区,江苏,苏州
10119040133A,旺山景区,江苏,苏州
10119040134A,拙政园,江苏,苏州
10119040201A,聚沙园,江苏,苏州
10119040202A,常熟环球服装城,江苏,苏州
10119040203A,沙家浜风景区,江苏,苏州
10119040204A,尚湖风景区,江苏,苏州
10119040205A,虞山国家森林公园,江苏,苏州
10119040301A,东渡苑风景区,江苏,苏州
10119040302A,梁丰生态园,江苏,苏州
10119040303A,香山风景区,江苏,苏州
10119040401A,锦溪古镇,江苏,苏州
10119040402A,千灯古镇,江苏,苏州
10119040403A,亭林园,江苏,苏州
10119040701A,吴江市青少年科技文化活动中心南门,江苏,苏州
10119040702A,静思园,江苏,苏州
10119040703A,古镇同里,江苏,苏州
10119040704A,周庄古镇游览区,江苏,苏州
10119040801A,南园,江苏,苏州
10119050101A,军山景区,江苏,南通
10119050102A,南通城市博物馆,江苏,南通
10119050103A,谯楼,江苏,南通
10119050104A,世外桃园生态园,江苏,南通
10119050105A,南通博物苑,江苏,南通
10119050106A,南通狼山风景名胜区,江苏,南通
10119050107A,中国珠算博物馆,江苏,南通
10119050108A,濠河风景名胜区,江苏,南通
10119050201A,广福禅寺,江苏,南通
10119050202A,苏中七战七捷纪念馆,江苏,南通
10119050301A,定慧禅寺,江苏,南通
10119050302A,东方大寿星园,江苏,南通
10119050303A,法宝禅寺,江苏,南通
10119050304A,红十四军公园,江苏,南通
10119050305A,水绘园,江苏,南通
10119050401A,南通小洋口风景区,江苏,南通
10119050701A,黄金海滩风景区,江苏,南通
10119060101A,汉陵苑,江苏,扬州
10119060102A,史可法纪念馆,江苏,扬州
10119060103A,吴氏宅第,江苏,扬州
10119060104A,扬州凤凰岛生态旅游区,江苏,扬州
10119060105A,茱萸湾风景区,江苏,扬州
10119060106A,东关历史文化旅游区,江苏,扬州
10119060107A,个园,江苏,扬州
10119060108A,何园,江苏,扬州
10119060109A,扬州博物馆,江苏,扬州
10119060110A,扬州大明寺,江苏,扬州
10119060111A,扬州东关街,江苏,扬州
10119060112A,扬州京华城,江苏,扬州
10119060113A,扬州中国雕版印刷博物馆,江苏,扬州
10119060114A,瘦西湖风景区,江苏,扬州
10119060201A,纵棹园,江苏,扬州
10119060301A,仪征博物馆,江苏,扬州
10119070101A,大纵湖旅游度假区,江苏,盐城
10119070102A,新四军纪念馆,江苏,盐城
10119070501A,息心寺,江苏,盐城
10119070801A,大丰麋鹿国家级自然保护区,江苏,盐城
10119080101A,滨湖公园,江苏,徐州
10119080102A,大洞山风景区,江苏,徐州
10119080103A,龟山汉墓,江苏,徐州
10119080104A,戏马台,江苏,徐州
10119080105A,徐州环城森林公园,江苏,徐州
10119080106A,淮海战役烈士纪念塔,江苏,徐州
10119080107A,彭祖园,江苏,徐州
10119080108A,狮子山西汉楚王墓(陪葬兵马俑坑,江苏,徐州
10119080109A,徐州汉画像石艺术馆北馆,江苏,徐州
10119080110A,徐州汉文化景区,江苏,徐州
10119080111A,云龙湖,江苏,徐州
10119080201A,无名山公园,江苏,徐州
10119080501A,邳州博物馆,江苏,徐州
10119080502A,艾山九龙风景区,江苏,徐州
10119080701A,马陵山风景名胜区,江苏,徐州
10119090101A,清晏园,江苏,淮安
10119090102A,苏皖边区政府旧址,江苏,淮安
10119090103A,淮安博物馆,江苏,淮安
10119090104A,周恩来故居,江苏,淮安
10119090301A,第一山风景名胜区,江苏,淮安
10119090302A,黄花塘新四军军部纪念馆,江苏,淮安
10119090303A,明祖陵,江苏,淮安
10119090304A,天泉湖旅游度假区,江苏,淮安
10119090305A,铁山禅寺,江苏,淮安
10119090501A,五岛公园,江苏,淮安
10119100101A,石棚山风景区,江苏,连云港
10119100102A,桃花涧风景区,江苏,连云港
10119100103A,花果山风景区,江苏,连云港
10119100104A,孔望山风景区,江苏,连云港
10119100105A,连云港渔湾自然风景区,江苏,连云港
10119100201A,东海国际水晶珠宝城,江苏,连云港
10119100401A,大伊山风景区,江苏,连云港
10119110101A,新北中心公园,江苏,常州
10119110102A,常州博物馆,江苏,常州
10119110103A,红梅公园,江苏,常州
10119110104A,青枫公园,江苏,常州
10119110105A,天宁禅寺,江苏,常州
10119110106A,亚细亚影视城,江苏,常州
10119110107A,环球恐龙城休闲旅游区,江苏,常州
10119110108A,中华恐龙园,江苏,常州
10119110201A,南山竹海,江苏,常州
10119110202A,天目湖旅游度假区,江苏,常州
10119110203A,天目湖御水温泉,江苏,常州
10119110301A,奥金鳄鱼乐园,江苏,常州
10119110302A,顾龙山,江苏,常州
10119110303A,华罗庚公园,江苏,常州
10119120101A,泰山公园,江苏,泰州
10119120102A,凤城河风景区,江苏,泰州
10119120103A,望海楼景区,江苏,泰州
10119120201A,李中水上森林公园,江苏,泰州
10119120301A,新四军黄桥战役革命烈士纪念塔,江苏,泰州
10119120401A,溱湖国际湿地公园,江苏,泰州
10119130101A,雪枫公园,江苏,宿迁
10119130401A,洪泽湖湿地国家级自然保护区,江苏,宿迁
10120010101A,木兰古门风景区,湖北,武汉
10120010102A,木兰山,湖北,武汉
10120010103A,木兰山景区,湖北,武汉
10120010104A,晴川阁,湖北,武汉
10120010105A,东湖风景区,湖北,武汉
10120010106A,归元禅寺,湖北,武汉
10120010107A,湖北省博物馆,湖北,武汉
10120010108A,李先念故居纪念园,湖北,武汉
10120010109A,磨山景区,湖北,武汉
10120010110A,木兰天池,湖北,武汉
10120010111A,清凉寨风景区,湖北,武汉
10120010112A,武汉科技馆,湖北,武汉
10120010113A,辛亥革命武昌起义纪念馆,湖北,武汉
10120010114A,中国地质大学逸夫博物馆,湖北,武汉
10120010115A,中科院武汉植物园,湖北,武汉
10120010116A,黄鹤楼,湖北,武汉
10120020101A,米公祠,湖北,襄阳
10120020102A,凤凰温泉,湖北,襄阳
10120020103A,古隆中,湖北,襄阳
10120020104A,襄阳凤凰温泉旅游区,湖北,襄阳
10120020105A,襄阳岘山森林公园,湖北,襄阳
10120020401A,水镜庄风景区,湖北,襄阳
10120020701A,南河小三峡,湖北,襄阳
10120020702A,薤山国家森林公园,湖北,襄阳
10120030101A,地龙梁子岛生态旅游区,湖北,鄂州
10120040101A,天紫湖生态度假区,湖北,孝感
10120040201A,李白故里,湖北,孝感
10120040501A,汤池温泉,湖北,孝感
10120040701A,观音湖风景区,湖北,孝感
10120040702A,双峰山国家森林公园,湖北,孝感
10120050101A,东坡赤壁,湖北,黄冈
10120050201A,黄麻起义和鄂豫皖苏区纪念园,湖北,黄冈
10120050301A,龟峰山风景区,湖北,黄冈
10120050302A,麻城烈士陵园,湖北,黄冈
10120050401A,薄刀峰风景区东门,湖北,黄冈
10120050402A,罗田大别山薄刀峰风景区,湖北,黄冈
10120050501A,桃花冲风景区,湖北,黄冈
10120050601A,三角山国家森林公园,湖北,黄冈
10120060101A,东方山风景区,湖北,黄石
10120060102A,黄石国家矿山公园,湖北,黄石
10120060201A,雷山风景名胜区东门,湖北,黄石
10120060202A,雷山风景名胜区,湖北,黄石
10120060301A,湘鄂赣边区鄂东南革命烈士陵园,湖北,黄石
10120070101A,咸宁市131(澄水洞旅游区,湖北,咸宁
10120070201A,中华水浒城,湖北,咸宁
10120070202A,龙佑赤壁温泉度假区,湖北,咸宁
10120070203A,陆水湖风景区,湖北,咸宁
10120070204A,三国赤壁,湖北,咸宁
10120070601A,九宫山风景名胜区,湖北,咸宁
10120070602A,隐水洞地质公园,湖北,咸宁
10120080101A,荆州古城历史文化旅游区,湖北,荆州
10120090101A,宜昌市情人泉旅游区,湖北,宜昌
10120090102A,宜昌市野人谷旅游区,湖北,宜昌
10120090103A,中华鲟园,湖北,宜昌
10120090104A,快乐谷景区,湖北,宜昌
10120090105A,三峡大瀑布,湖北,宜昌
10120090106A,三游洞,湖北,宜昌
10120090107A,坛子岭,湖北,宜昌
10120090108A,宜昌车溪民俗风景区,湖北,宜昌
10120090109A,三峡工程,湖北,宜昌
10120090110A,宜昌三峡人家风景区,湖北,宜昌
10120090301A,三峡竹海生态风景区,湖北,宜昌
10120090302A,九畹溪,湖北,宜昌
10120090401A,昭君村,湖北,宜昌
10120090601A,宜昌市柴埠溪峡谷风景区,湖北,宜昌
10120090701A,当阳玉泉风景区,湖北,宜昌
10120090702A,宜昌市当阳百宝寨风景区,湖北,宜昌
10120090703A,玉泉寺,湖北,宜昌
10120090801A,清江画廊,湖北,宜昌
10120090901A,宜昌市古潮音洞度假山寨,湖北,宜昌
10120090902A,宜昌市宋山森林公园,湖北,宜昌
10120090903A,宜昌市宜都奥陶纪石林,湖北,宜昌
10120100101A,恩施州龙麟宫景区,湖北,恩施
10120100102A,梭布垭风景区,湖北,恩施
10120100103A,恩施土司城,湖北,恩施
10120100201A,佛宝山大峡谷漂流,湖北,恩施
10120100202A,腾龙洞大峡谷地质公园,湖北,恩施
10120100301A,野三河风景区,湖北,恩施
10120100401A,坪坝营原生态休闲旅游区,湖北,恩施
10120100801A,神农溪,湖北,恩施
10120110101A,龙泉寺旅游区,湖北,十堰
10120110102A,月亮湖山庄,湖北,十堰
10120110103A,黄龙滩旅游度假区,湖北,十堰
10120110601A,湖北野人谷地质公园,湖北,十堰
10120110602A,野人谷风景区,湖北,十堰
10120110603A,房县野人洞旅游区,湖北,十堰
10120110701A,武当山,湖北,十堰
10120120101A,香溪源风景区,湖北,神农架
10120120102A,天燕原始生态旅游区,湖北,神农架
10120120103A,神农架神农顶风景区,湖北,神农架
10120130101A,白龙池玉龙温泉欢乐谷,湖北,随州
10120130102A,大洪山风景名胜区,湖北,随州
10120130103A,炎帝神农故里,湖北,随州
10120140101A,龙泉公园,湖北,荆门
10120140102A,漳河国家AAA级旅游区,湖北,荆门
10120140201A,显陵,湖北,荆门
10121010101A,灵山风景区,浙江,杭州
10121010102A,东方文化园,浙江,杭州
10121010103A,杭州极地海洋公园,浙江,杭州
10121010104A,雷峰塔,浙江,杭州
10121010105A,清河坊,浙江,杭州
10121010106A,双溪漂流接待中心,浙江,杭州
10121010107A,宋城,浙江,杭州
10121010108A,湘湖旅游度假区,浙江,杭州
10121010109A,西湖,浙江,杭州
10121010110A,西溪国家湿地公园,浙江,杭州
10121010301A,垂云通天河,浙江,杭州
10121010302A,瑶琳仙境,浙江,杭州
10121010401A,淳安县千岛湖风景区,浙江,杭州
10121010402A,千岛湖龙川湾,浙江,杭州
10121010501A,大慈岩风景区,浙江,杭州
10121010502A,灵栖洞天,浙江,杭州
10121010701A,天目山风景区,浙江,杭州
10121010702A,浙西大峡谷,浙江,杭州
10121010801A,富春桃源,浙江,杭州
10121010802A,杭州龙门古镇,浙江,杭州
10121010803A,杭州野生动物世界,浙江,杭州
10121020101A,南浔古镇景区,浙江,湖州
10121020201A,扬子鳄保护区,浙江,湖州
10121020301A,安吉竹博园,浙江,湖州
10121020302A,中南百草园,浙江,湖州
10121030101A,南湖景区,浙江,嘉兴
10121030201A,枫泾古镇,浙江,嘉兴
10121030202A,西塘古镇,浙江,嘉兴
10121030301A,海宁盐官观潮景区,浙江,嘉兴
10121030302A,海宁中国皮革城A座,浙江,嘉兴
10121030401A,乌镇,浙江,嘉兴
10121030501A,莫氏庄园,浙江,嘉兴
10121030502A,九龙山国家森林公园,浙江,嘉兴
10121030601A,南北湖,浙江,嘉兴
10121040101A,庆安会馆,浙江,宁波
10121040102A,天童风景名胜区,浙江,宁波
10121040103A,保国寺,浙江,宁波
10121040104A,慈城古县城,浙江,宁波
10121040105A,凤凰谷休闲旅游区,浙江,宁波
10121040106A,凤凰山海港乐园,浙江,宁波
10121040107A,九峰山旅游区,浙江,宁波
10121040108A,九龙湖,浙江,宁波
10121040109A,梁祝文化公园,浙江,宁波
10121040110A,宁波天一阁博物馆,浙江,宁波
10121040111A,宁波五龙潭风景名胜区,浙江,宁波
10121040112A,宁波雅戈尔动物园,浙江,宁波
10121040113A,天宫庄园,浙江,宁波
10121040114A,天一阁,浙江,宁波
10121040115A,招宝山旅游风景区,浙江,宁波
10121040116A,郑氏十七房,浙江,宁波
10121040301A,五磊山风景区,浙江,宁波
10121040302A,大桥生态农庄,浙江,宁波
10121040303A,雅戈尔达蓬山旅游度假区,浙江,宁波
10121040401A,宁波四明山森林公园,浙江,宁波
10121040402A,丹山赤水风景名胜区,浙江,宁波
10121040403A,绿野山庄,浙江,宁波
10121040404A,天下玉苑,浙江,宁波
10121040501A,溪口·雪窦山,浙江,宁波
10121040502A,宁波滕头生态旅游示范区,浙江,宁波
10121040503A,溪口风景区,浙江,宁波
10121040601A,宁波松兰山旅游度假区,浙江,宁波
10121040602A,石浦渔港古城景区,浙江,宁波
10121040603A,松兰山旅游度假区,浙江,宁波
10121040604A,中国渔村,浙江,宁波
10121040801A,伍山石窟风景区,浙江,宁波
10121040802A,宁海森林温泉,浙江,宁波
10121050101A,周恩来纪念馆,浙江,绍兴
10121050102A,东湖景区,浙江,绍兴
10121050103A,会稽山旅游度假区,浙江,绍兴
10121050104A,鲁迅故里,浙江,绍兴
10121050105A,沈园,浙江,绍兴
10121050106A,大香林乡村休闲旅游区,浙江,绍兴
10121050107A,兰亭,浙江,绍兴
10121050108A,绍兴柯岩风景区,浙江,绍兴
10121050201A,西施故里风景区,浙江,绍兴
10121050202A,华东国际珠宝城南大门,浙江,绍兴
10121050203A,西施故里,浙江,绍兴
10121050204A,诸暨五泄风景区,浙江,绍兴
10121050401A,大佛寺风景区,浙江,绍兴
10121060101A,台州海洋世界,浙江,台州
10121060301A,大鹿岛风景区,浙江,台州
10121060501A,天台山天湖景区,浙江,台州
10121060601A,仙居风景名胜区,浙江,台州
10121060701A,温岭长屿硐天,浙江,台州
10121061001A,临海市江南长城景区,浙江,台州
10121070101A,温州动物园,浙江,温州
10121070102A,温州动物园北门,浙江,温州
10121070103A,温州乐园,浙江,温州
10121070104A,温州五美瓯园,浙江,温州
10121070105A,瑶溪风景名胜区,浙江,温州
10121070106A,泽雅风景区,浙江,温州
10121070107A,江心屿,浙江,温州
10121070301A,百丈飞瀑,浙江,温州
10121070302A,铜铃山国家森林公园,浙江,温州
10121070401A,南雁荡山国家重点风景名胜区,浙江,温州
10121070501A,玉海楼,浙江,温州
10121070502A,寨寮溪风景区,浙江,温州
10121070701A,中雁荡山,浙江,温州
10121070702A,仙溪漂流,浙江,温州
10121070703A,显胜门景区,浙江,温州
10121070704A,雁荡山风景名胜区,浙江,温州
10121070801A,楠溪江风景名胜区,浙江,温州
10121070901A,苍山国家森林公园南门,浙江,温州
10121070902A,渔寮风景区,浙江,温州
10121070903A,玉苍山国家森林公园,浙江,温州
10121080101A,东西岩,浙江,丽水
10121080201A,飞石岭风景区,浙江,丽水
10121080202A,丽水神龙谷,浙江,丽水
10121080203A,南尖岩风景区,浙江,丽水
10121080204A,遂昌金矿国家矿山公园,浙江,丽水
10121080401A,仙都国家级风景名胜区,浙江,丽水
10121080501A,青田县石门洞森林公园,浙江,丽水
10121080502A,石门洞风景区,浙江,丽水
10121080601A,云和湖景区,浙江,丽水
10121080801A,箬寮原始林,浙江,丽水
10121080901A,大漈,浙江,丽水
10121080902A,畲乡之窗,浙江,丽水
10121090101A,双龙洞景区,浙江,金华
10121090201A,仙华山景区,浙江,金华
10121090301A,六洞山风景名胜区,浙江,金华
10121090302A,诸葛八卦村,浙江,金华
10121090401A,义乌国际商贸城购物旅游区,浙江,金华
10121090402A,横店电影城,浙江,金华
10121090501A,横店.红军长征博览城,浙江,金华
10121090502A,横店明清民居博览城,浙江,金华
10121090601A,郭洞景区,浙江,金华
10121090602A,寿仙谷,浙江,金华
10121100101A,九龙湖风景区,浙江,衢州
10121100102A,龙门峡谷风景区,浙江,衢州
10121100401A,龙游石窟,浙江,衢州
10121100501A,江郎山风景区,浙江,衢州
10121110101A,大青山国家公园,浙江,舟山
10121110102A,舟山桃花岛风景旅游区,浙江,舟山
10121110103A,朱家尖大青山国家公园南门,浙江,舟山
10121110104A,普陀山风景名胜区,浙江,舟山
10122010101A,安徽省博物馆,安徽,合肥
10122010102A,合肥三国新城遗址公园,安徽,合肥
10122010103A,合肥野生动物园,安徽,合肥
10122010104A,徽园,安徽,合肥
10122010105A,李鸿章故居,安徽,合肥
10122010106A,泰盟徽园酒店,安徽,合肥
10122010107A,中国包公园,安徽,合肥
10122010201A,丰乐生态园,安徽,合肥
10122010202A,元一双凤湖国际旅游度假区,安徽,合肥
10122010301A,渡江战役总前委参谋处旧址,安徽,合肥
10122010302A,岱山湖旅游度假区,安徽,合肥
10122010401A,肥西老母鸡家园,安徽,合肥
10122010402A,喜洋洋农庄,安徽,合肥
10122010403A,中国中部花木城,安徽,合肥
10122010404A,紫蓬山国家森林公园,安徽,合肥
10122020101A,淮河蚌埠闸水利风景区,安徽,蚌埠
10122020102A,龙子湖公园,安徽,蚌埠
10122020103A,张公山公园,安徽,蚌埠
10122020201A,白乳泉公园,安徽,蚌埠
10122020202A,禾泉农庄,安徽,蚌埠
10122030101A,神山公园,安徽,芜湖
10122030102A,天门山景区,安徽,芜湖
10122030103A,汀棠公园,安徽,芜湖
10122030104A,芜湖烈士陵园,安徽,芜湖
10122030105A,方特欢乐世界,安徽,芜湖
10122030106A,鸠兹景区,安徽,芜湖
10122030107A,赭山公园,安徽,芜湖
10122030201A,马仁奇峰风景区,安徽,芜湖
10122030401A,大浦乡村世界,安徽,芜湖
